word,root word,count in book,meaning,first_ref,refs,rarity word,rarity,rarity count
balks,balk,1,"1. A ridge of land left unplowed between furrows, or at the end of a field; a piece missed by the plow slipping aside. Bad plowmen made balks of such ground. Fuller. 2. A great beam, rafter, or timber; esp., the tie-beam of a house. The loft above was called ""the balks."" Tubs hanging in the balks. Chaucer. 3. (Mil.)  One of the beams connecting the successive supports of a trestle bridge or bateau bridge. 4. A hindrance or disappointment; a check. A balk to the confidence of the bold undertaker. South. 5. A sudden and obstinate stop; a failure. 6. (Baseball)  A deceptive gesture of the pitcher, as if to deliver the ball. Balk line (Billiards), a line across a billiard table near one end, marking a limit within which the cue balls are placed in beginning a game; also, a line around the table, parallel to the sides, used in playing a particular game, called the balk line game.

1. To leave or make balks in. [Obs.] Gower. 2. To leave heaped up; to heap up in piles. [Obs.] Ten thousand bold Scots, two and twenty knights, Balk'd in their own blood did Sir Walter see. Shak. 3. To omit, miss, or overlook by chance. [Obs.] 4. To miss intentionally; to avoid; to shun; to refuse; to let go by; to shirk. [Obs. or Obsolescent] By reason of the contagion then in London, we balked the Evelyn. Sick he is, and keeps his bed, and balks his meat. Bp. Hall. Nor doth he any creature balk, But lays on all he meeteth. Drayton. 5. To disappoint; to frustrate; to foil; to baffle; to as, to balk expectation. They shall not balk my entrance. Byron.

1. To engage in contradiction; to be in opposition. [Obs.] In strifeful terms with him to balk. Spenser. 2. To stop abruptly and stand still obstinately; to jib; to stop short; to swerve; as, the horse balks. Note: This has been regarded as an Americanism, but it occurs in Spenser's ""Faërie Queene,"" Book IV., 10, xxv. Ne ever ought but of their true loves talkt, Ne ever for rebuke or blame of any balkt.

To indicate to fishermen, by shouts or signals from shore, the direction taken by the shoals of herring.

""americanism"": 1. Attachment to the United States. 2. A custom peculiar to the United States or to America; an American characteristic or idea. 3. A word or phrase peculiar to the United States.

""bateau"": A boat; esp. a flat-bottomed, clumsy boat used on the Canadian lakes and rivers. [Written also, but less properly, batteau.] Bateau bridge, a floating bridge supported by bateaux.

""rafter"": A raftsman.

Originally, any rough and somewhat heavy piece of timber. Now, commonly, one of the timbers of a roof which are put on sloping, according to the inclination of the roof. See Illust. of Queen-post. [Courtesy] oft is sooner found in lowly sheds, With smoky rafters, than in tapestry halls. Milton.

1. To make into rafters, as timber. 2. To furnish with rafters, as a house. 3. (Agric.)  To plow so as to turn the grass side of each furrow upon an unplowed ridge; to ridge. [Eng.]

""trestle"": 1. A movable frame or support for anything, as scaffolding, consisting of three or four legs secured to a top piece, and forming a sort of stool or horse, used by carpenters, masons, and other workmen; also, a kind of framework of strong posts or piles, and crossbeams, for supporting a bridge, the track of a railway, or the like. 2. The frame of a table. Trestle board, a board used by architects, draughtsmen, and the like, for drawing designs upon; -- so called because commonly supported by trestles. -- Trestle bridge. See under Bridge, n.

""strifeful"": Contentious; discordant. The ape was strifeful and ambitious. Spenser.

""baffle"": 1. To cause to undergo a disgraceful punishment, as a recreant knight. [Obs.] He by the heels him hung upon a tree, And baffled so, that all which passed by The picture of his punishment might see. Spenser. 2. To check by shifts and turns; to elude; to foil. The art that baffles time's tyrannic claim. Cowper. 3. To check by perplexing; to disconcert, frustrate, or defeat; to thwart. ""A baffled purpose."" De Quincey. A suitable scripture ready to repel and baffle them all. South. Calculations so difficult as to have baffled, until within a . . . recent period, the most enlightened nations. Prescott. The mere intricacy of a question should not baffle us. Locke. Baffling wind (Naut.), one that frequently shifts from one point to another. Syn. -- To balk; thwart; foil; frustrate; defeat.

1. To practice deceit. [Obs.] Barrow. 2. To struggle against in vain; as, a ship baffles with the winds. [R.]

A defeat by artifice, shifts, and turns; discomfiture. [R.] ""A baffle to philosophy."" South.

""obsolescent"": Going out of use; becoming obsolete; passing into desuetude.

""frustrate"": Vain; ineffectual; useless; unprofitable; null; voil; nugatory; of no effect. ""Our frustrate search."" Shak.

1. To bring to nothing; to prevent from attaining a purpose; to disappoint; to defeat; to baffle; as, to frustrate a plan, design, or attempt; to frustrate the will or purpose. Shall the adversary thus obtain His end and frustrate thine Milton. 2. To make null; to nullifly; to render invalid or of no effect; as, to frustrate a conveyance or deed. Syn. -- To balk; thwart; foil; baffle; defeat.",17234,"[(17234, 'Anyway, his wife balks at this, understand-ably, but Rasheed convinces her, and she goes off to have the operation.’')]",balk,16.497394532148896,37
burdensome,,1,"Grievous to be borne; causing uneasiness or fatigue; oppressive. The debt immense of endless gratitude So burdensome. Milton. Syn. -- Heavy; weighty; cumbersome; onerous; grievous; oppressive; troublesome. -- Bur""den*some*ly, adv. -- Bur""den*some*ness, n.

""bur"": 1. (Bot.)  Any rough or prickly envelope of the seeds of plants, whether a pericarp, a persistent calyx, or an involucre, as of the chestnut and burdock. Also, any weed which bears burs. Amongst rude burs and thistles. Milton. Bur and brake and brier. Tennyson. 2. The thin ridge left by a tool in cutting or shaping metal. See Burr, n., 2. 3. A ring of iron on a lance or spear. See Burr, n., 4. 4. The lobe of the ear. See Burr, n., 5. 5. The sweetbread. 6. A clinker; a partially vitrified brick. 7. (Mech.) (a) A small circular saw. (b) A triangular chisel. (c) A drill with a serrated head larger than the shank; -- used by dentists. 8. Etym: [Cf. Gael. borr, borra, a knob, bunch.] (Zoöl.)  The round knob of an antler next to a deer's head. [Commonly written burr.] Bur oak (Bot.), a useful and ornamental species of oak (Quercus macrocarpa) with ovoid acorns inclosed in deep cups imbricated with pointed scales. It grows in the Middle and Western United States, and its wood is tough, close-grained, and durable. -- Bur reed (Bot.), a plant of the genus Sparganium, having long ribbonlike leaves.

""onerous"": Burdensome; oppressive. ""Too onerous a solicitude."" I. Taylor. Onerous cause (Scots Law), a good and legal consideration; -- opposed to gratuitous.

""weighty"": 1. Having weight; heavy; ponderous; as, a weighty body. 2. Adapted to turn the balance in the mind, or to convince; important; forcible; serious; momentous. ""For sundry weighty reasons."" Shak. Let me have your advice in a weighty affair. Swift. 3. Rigorous; severe; afflictive. [R.] ""Attend our weightier judgment."" Shak. Syn. -- Heavy; ponderous; burdensome; onerous; forcible; momentous; efficacious; impressive; cogent. WEIL'S DISEASE Weil's disease. (Med.)  An acute infectious febrile disease, resembling typhoid fever, with muscular pains, disturbance of the digestive organs, jaundice, etc.

""uneasiness"": 1. The quality or state of being uneasy; restlessness; disquietude; anxiety. 2. The quality of making uneasy; discomfort; as, the uneasiness of the road. [Obs.] Bp. Burnet.",26320,"[(26320, 'And Taj Raj, the helpful passer-by, assisted both of them to their feet, and relieved the foreigner of his burdensome wallet.')]",,16.497394532148896,131
waggled,waggle,1,"To reel, sway, or move from side to side; to move with a wagging motion; to waddle. Why do you go nodding and waggling so L'Estrange.

To move frequently one way and the other; to wag; as, a bird waggles his tail.",27242,"[(27242, 'When it was clear, and such a hawker’s cart was found and wheeled into the clearing, the bear-handlers waggled their heads excitedly that yes, yes, yes, Kano would sit on such a moving table.')]",waggle,16.497394532148896,19
cajolery,,1,"A wheedling to delude; words used in cajoling; flattery. ""Infamous cajoleries."" Evelyn.",2394,"[(2394, 'He raised the palms of his hands to stop Prabaker’s wheedling cajolery.')]",,16.489847326513512,11
demarcations,demarcation,1,"The act of marking, or of ascertaining and setting a limit; separation; distinction. The speculative line of demarcation, where obedience ought to end and resistance must begin, is faint, obscure, and not easily definable. Burke.

""definable"": Capable of being defined, limited, or explained; determinable; describable by definition; ascertainable; as, definable limits; definable distinctions or regulations; definable words. -- De*fin""a*bly, adv.",6147,"[(6147, 'But after a while I realised that the demarcations, like so many other long and short lines of division in the complex, culturally polyglot city, were not as rigid as they’d seemed.')]",demarcation,16.489847326513512,1
cajoling,cajole,1,"To deceive with flattery or fair words; to wheedle. I am not about to cajole or flatter you into a reception of my views. F. W. Robertson. Syn. -- To flatter; wheedle; delude; coax; entrap.

""entrap"": To catch in a trap; to insnare; hence, to catch, as in a trap, by artifices; to involve in difficulties or distresses; to catch or involve in contradictions; as, to be entrapped by the devices of evil men. A golden mesh, to entrap the hearts of men. Shak. Syn. -- To insnare; inveigle; tangle; decoy; entangle.

""wheedle"": 1. To entice by soft words; to cajole; to flatter; to coax. The unlucky art of wheedling fools. Dryden. And wheedle a world that loves him not. Tennyson. 2. To grain, or get away, by flattery. A deed of settlement of the best part of her estate, which I wheedled out of her. Congreve.

To flatter; to coax; to cajole.",6748,"[(6748, 'They forced the second bottle on him, roughly insistent, but cajoling him with jokes and pats on the back.')]",cajole,16.489847326513512,57
handrails,,1,,8393,"[(8393, 'We climbed the wide stairs to the second floor, our footsteps swallowed by thick carpet and heavy teakwood newels and handrails.')]",,16.489847326513512,74
fatuous,,1,"1. Feeble in mind; weak; silly; stupid; foolish; fatuitous. Glanvill. 2. Without reality; illusory, like the ignis fatuus. Thence fatuous fires and meteors take their birth. Danham.

""fatuitous"": Stupid; fatuous.

""illusory"": Deceiving, or tending of deceive; fallacious; illusive; as, illusory promises or hopes.",8815,"[(8815, 'I mean, it’s so ridiculous, so fatuous, it’s hard to take it seriously.’')]",,16.489847326513512,132
cajoled,cajole,1,"To deceive with flattery or fair words; to wheedle. I am not about to cajole or flatter you into a reception of my views. F. W. Robertson. Syn. -- To flatter; wheedle; delude; coax; entrap.

""entrap"": To catch in a trap; to insnare; hence, to catch, as in a trap, by artifices; to involve in difficulties or distresses; to catch or involve in contradictions; as, to be entrapped by the devices of evil men. A golden mesh, to entrap the hearts of men. Shak. Syn. -- To insnare; inveigle; tangle; decoy; entangle.

""wheedle"": 1. To entice by soft words; to cajole; to flatter; to coax. The unlucky art of wheedling fools. Dryden. And wheedle a world that loves him not. Tennyson. 2. To grain, or get away, by flattery. A deed of settlement of the best part of her estate, which I wheedled out of her. Congreve.

To flatter; to coax; to cajole.",9111,"[(9111, 'Khaled Fattah said nothing more, despite the artful urgings of Abdul Ghani, who teased and cajoled him several times before finally giving up the attempt, visibly piqued by the stubborn refusal.')]",cajole,16.489847326513512,74
wellspring,,1,A fountain; a spring; a source of continual supply. Understanding is a wellspring of life unto him that hath it; but the instruction of fools is folly. Prov. xvi. 22.,9633,"[(9633, 'He brought her the truth of his brave heart, and the mischievous, awe-struck wonder that was the wellspring of his laughter, and of that sky-wide smile.')]",,16.489847326513512,132
centrepiece,,1,"An ornament to be placed in the center, as of a table, ceiling, atc.; a central article or figure.",9686,"[(9686, 'The fountain that I’d heard from the meeting room, where we’d talked about suffering, was the centrepiece.')]",,16.489847326513512,132
dartboards,,1,,18918,"[(18918, '‘The hotel,’ the driver said, sliding his glasses down over the dartboards of his eyes.')]",,16.489847326513512,6
conscripts,conscript,1,"Enrolled; written; registered. Conscript fathers (Rom. Antiq.), the senators of ancient Rome. When certain new senators were first enrolled with the ""fathers"" the body was called Patres et Conscripti; afterward all were called Patres conscripti.

One taken by lot, or compulsorily enrolled, to serve as a soldier or sailor.

To enroll, by compulsion, for military service.

""compulsorily"": ; by force or constraint.",22970,"[(22970, 'The soldiers and even the officers of the Afghan army, however, were a different matter: they were kinsmen, many of them conscripts, doing what they had to do in order to survive.')]",conscript,16.489847326513512,132
thatched,thatch,1,"1. Straw, rushes, or the like, used for making or covering the roofs of buildings, or of stacks of hay or grain. 2. (Bot.)  A name in the West Indies for several kinds of palm, the leaves of which are used for thatching. Thatch sparrow, the house sparrow. [Prov. Eng.]

To cover with, or with a roof of, straw, reeds, or some similar substance; as, to thatch a roof, a stable, or a stack of grain.

""thatching"": 1. The act or art of covering buildings with thatch; so as to keep out rain, snow, etc. 2. The materials used for this purpose; thatch.",3658,"[(3658, 'The roofs were made with little domes of thatched grasses.')]",thatch,16.482356654784354,119
dialectic,,1,"Same as Dialectics. Plato placed his dialectic above all sciences. Liddell & Scott.

1. Pertaining to dialectics; logical; argumental. 2. Pertaining to a dialect or to dialects. Earle.

""argumental"": Of, pertaining to, or containing, argument; argumentative.

""dialectics"": That branch of logic which teaches the rules and modes of reasoning; the application of logical principles to discursive reasoning; the science or art of discriminating truth from error; logical discussion. Note: Dialectics was defined by Aristotle to be the method of arguing with probability on any given problem, and of defending a tenet without inconsistency. By Plato, it was used in the following senses: 1. Discussion by dialogue as a method of scientific investigation. 2. The method of investigating the truth by analysis. 3. The science of ideas or of the nature and laws of being -- higher metaphysics. By Kant, it was employed to signify the logic of appearances or illusions, whether these arise from accident or error, or from those necessary limitations which, according to this philosopher, originate in the constitution of the human intellect.",1378,"[(1378, 'Yet a peculiar dialectic applied to the relationships between upstairs and down, inside and outside the restaurant, and governed all of the business transacted there.')]",,16.474921676296837,134
acolyte,,1,"1. (Eccl.)  One who has received the highest of the four minor orders in the Catholic church, being ordained to carry the wine and water and the lights at the Mass. 2. One who attends; an assistant. ""With such chiefs, and with James and John as acolytes."" Motley.",4593,"[(4593, 'One of the Standing Babas approached us slowly with an acolyte who held a silver tray containing chillums, charras, and the paraphernalia of smoking.')]",,16.474921676296837,134
knobby,,1,"1. Full of, or covered with, knobs or hard protuberances. Dr. H. More. 2. Irregular; stubborn in particulars. [Obs.] The informers continued in a knobby kind of obstinacy. Howell. 3. Abounding in rounded hills or mountains; hilly. [U.S.] Bartlett.",6314,"[(6314, 'His lips and the lower part of his face were eaten away to a hard, knobby ridge of dark flesh that extended downwards from the cheeks to the hinges of his jaw.')]",,16.474921676296837,134
irreverently,,1,In an irreverent manner.,9123,"[(9123, 'He was especially, irreverently, affectionate with Khaderbhai, and it was certain that they were close friends.')]",,16.474921676296837,7
arthritic,,1,"1. Pertaining to the joints. [Obs.] Sir T. Browne. 2. Of or pertaining to arthritis; gouty. Cowper.

""gouty"": 1. Diseased with, or subject to, the gout; as, a gouty person; a gouty joint. 2. Pertaining to the gout. ""Gouty matter."" Blackmore. 3. Swollen, as if from gout. Derham. 4. Boggy; as, gouty land. [Obs.] Spenser. Gouty bronchitis, bronchitis arising as a secondary disease during the progress of gout. -- Gouty concretions, calculi (urate of sodium) formed in the joints, kidneys, etc., of sufferers from gout. -- Gouty kidney, an affection occurring during the progress of gout, the kidney shriveling and containing concretions of urate of sodium.",20651,"[(20651, 'Khaled pressed a folded bank note into the man’s calloused, arthritic hand.')]",,16.474921676296837,134
irreverent,,1,"Not reverent; showing a want of reverence; expressive of a want of veneration; as, an irreverent babbler; an irreverent jest.

""reverent"": 1. Disposed to revere; impressed with reverence; submissive; humble; respectful; as, reverent disciples. ""They . . . prostrate fell before him reverent."" Milton. 2. Expressing reverence, veneration, devotion, or submission; as, reverent words; reverent behavior. Joye.

""babbler"": 1. An idle talker; an irrational prater; a teller of secrets. Great babblers, or talkers, are not fit for trust. L'Estrange. 2. A hound too noisy on finding a good scent. 3. (Zoöl.)  A name given to any one of family (Timalinæ) of thrushlike birds, having a chattering note.",23007,"[(23007, 'He’d been a favourite of Khaderbhai’s for his jokes and irreverent satires of pompous mullahs and local political figures.')]",,16.474921676296837,134
nameplate,,1,,369,"[(369, 'He tossed the key and its heavy brass nameplate across the desk to me.')]",,16.467541568999216,135
coronets,coronet,1,"1. An ornamental or honorary headdress, having the shape and character of a crown; particularly, a crown worn as the mark of high rank lower than sovereignty. The word is used by Shakespeare to denote also a kingly crown. Without a star, a coronet, or garter. Goldsmith. Note: The coronet of the Prince of Wales consist of a circlet of gold with four crosses pattée around the edge between as many fleurs-de- lis. The center crosses are connected by an arch which is surmounted by a globe or cross. The coronet of a British duke is adorned with strawberry leaves; that of a marquis has leaves with pearls interposed; that of an earl raises the pearls above the leaves; that of a viscount is surrounded with pearls only; that of a baron has only four pearls. 2. (Far.)  The upper part of a horse's hoof, where the horn terminates in skin. James White. 3. (Anc. Armor)  The iron head of a tilting spear; a coronel. Crose.

""circlet"": 1. A little circle; esp., an ornament for the person, having the form of a circle; that which encircles, as a ring, a bracelet, or a headband. Her fair locks in circlet be enrolled. Spenser. 2. A round body; an orb. Pope. Fairest of stars . . . that crown'st the smiling morn With thy bright circlet. Milton. 3. A circular piece of wood put under a dish at table. [Prov. Eng.] Halliwell.

""coronel"": A colonel. [Obs.] Spenser.

The iron head of a tilting spear, divided into two, three, or four blunt points. [Written also cronel.] Grose.

""denote"": 1. To mark out plainly; to signify by a visible sign; to serve as the sign or name of; to indicate; to point out; as, the hands of the clock denote the hour. The better to denote her to the doctor. Shak. 2. To be the sign of; to betoken; to signify; to mean. A general expression to denote wickedness of every sort. Gilpin.

""surmounted"": 1. (Arch.)  Having its vertical height greater than the half span; -- said of an arch. 2. (Her.)  Partly covered by another charge; -- said of an ordinary or other bearing.

""kingly"": Belonging to, suitable to, or becoming, a king; characteristic of, resembling, a king; directed or administered by a king; monarchical; royal; sovereign; regal; august; noble; grand. ""Kingly magnificence."" Sir P. Sidney. ""A kingly government."" Swift. ""The kingly couch."" Shak. The kingliest kings are crowned with thorn. G. Massey. Leave kingly backs to cope with kingly cares. Cowper. Syn. -- Regal; royal; monarchical; imperial; august; sovereign; noble; splendid. -- Kingly, Regal. Kingly is Anglo-Saxon, and refers especially to the character of a king; regal is Latin, and now relates more to his office. The former is chiefly used of dispositions, feelings, and purposes which are kinglike; as, kingly sentiments; kingly condescension; "" a kingly heart for enterprises."" Sir P. Sidney. The latter is oftener applied to external state, pomp, etc.; as, regal state, regal title, etc. This distinction is not observed by our early writers, but is gaining ground.

In a kingly or kinglike manner. Shak. Low bowed the rest; he, kingly, did but nod. Pore. Note: Although this citation, one from Paradise Lost, and one from Shakespeare's ll4th Sonnet are given by lexicographers as examples of adverbial use, it is by no means clear that the word is not an adjective in each instance.",8364,"[(8364, 'The heavy stone architraves over the door and windows had been chiselled into coronets of five-pointed stars.')]",coronet,16.467541568999216,17
anthologies,anthology,1,"1. A discourses on flowers. [R.] 2. A collection of flowers; a garland. [R.] 3. A collection of flowers of literature, that is, beautiful passages from authors; a collection of poems or epigrams; -- particularly applied to a collection of ancient Greek epigrams. 4. (Gr. Ch.)  A service book containing a selection of pieces for the festival services.",10278,"[(10278, 'Some had been copied out from selections and anthologies and even newspapers, with the source and the poet’s name written beneath.')]",anthology,16.467541568999216,24
megalithic,,1,,7556,"[(7556, 'We’d reached the perimeter of the legal slum, and the megalithic immensity of the twin skyscrapers loomed before us.')]",,16.460215528907142,136
judiciousness,,1,"The quality or state of being judicious; sagacity; s

""sagacity"": The quality of being sagacious; quickness or acuteness of sense perceptions; keenness of discernment or penetration with soundness of judgment; shrewdness. Some [brutes] show that nice sagacity of smell. Cowper. Natural sagacity improved by generous education. V. Knox. Syn. -- Penetration; shrewdness; judiciousness. -- Sagacity, Penetration. Penetration enables us to enter into the depths of an abstruse subject, to detect motives, plans, etc. Sagacity adds to penetration a keen, practical judgment, which enables one to guard against the designs of others, and to turn everything to the best possible advantage.",17881,"[(17881, 'He inspired fear in most of the men and, not burdened with judiciousness, he confused that fear with respect.')]",,16.460215528907142,3
crevasse,,1,"1. A deep crevice or fissure, as in embankment; one of the clefts or fissure by which the mass of a glacier is divided. 2. A breach in the levee or embankment of a river, caused by the pressure of the water, as on the lower Mississippi. [U.S.]",21331,"[(21331, 'I put one set of fingertips on the edge of the stony path and then choked a scream as I slipped backwards into the dark crevasse.')]",,16.460215528907142,136
circumspect,,1,Attentive to all the circustances of a case or the probable consequences of an action; cautious; prudent; wary. Syn. -- See Cautious.,1360,"[(1360, 'Mirrors on those pillars, and on much of the free wall space, provided the patrons with one of the bar’s major attractions: the chance to inspect, admire, and ogle others in a circumspect if not entirely anonymous fashion.')]",,16.452942769578065,137
vacuous,,1,"Empty; unfilled; void; vacant. Boundless the deep, because I am who fill Infinitude; nor vacuous the space. Milton. That the few may lead selfish and vacuous days. J. Morley.

""infinitude"": 1. The quality or state of being infinite, or without limits; infiniteness. 2. Infinite extent; unlimited space; immensity; infinity. ""I am who fill infinitude."" Milton. As pleasing to the fancy, as speculations of eternity or infinitude are to the understanding. Addison. 3. Boundless number; countless multitude. ""An infinitude of distinctions."" Addison.",2643,"[(2643, 'Lettie’s gaze was seductive, direct, self-assured, and sparkling with ironies and secrets, while Ulla’s wide blue eyes, for all the make-up and clothing of her professional sexuality, showed nothing but innocence—honest, vacuous innocence.')]",,16.452942769578065,137
imperceptibly,imperceptible,1,"Not perceptible; not to be apprehended or cognized by the souses; not discernible by the mind; not easily apprehended. Almost imperceptible to the touch. Dryden. Its operation is slow, and in some cases almost imperceptible. Burke. -- Im`per*cep""ti*ble*ness, n. -- Im`per*cep""ti*bly, adv. Their . . . subility and imperceptibleness. Sir M. Hale.

""discernible"": Capable of being discerned by the eye or the understanding; as, a star is discernible by the eye; the identity of difference of ideas is discernible by the understanding. The effect of the privations and sufferings . . . was discernible to the last in his temper and deportment. Macaulay. Syn. -- Perceptible; distinguishable; apparent; visible; evident; manifest.

""perceptible"": Capable of being perceived; cognizable; discernible; perceivable. With a perceptible blast of the air. Bacon. -- Per*cep""ti*ble*ness, n. -- Per*cep""ti*bly, adv.",9171,"[(9171, 'Two fingers on the child’s hands were joined, imperceptibly, to make just one thick finger between the index and middle fingers.')]",imperceptible,16.452942769578065,86
dishearteningly,dishearten,1,"To discourage; to deprive of courage and hope; to depress the spirits of; to deject. Regiments . . . utterly disorganized and disheartened. Macaulay. Syn. -- To dispirit; discourage; depress; deject; deter; terrify.

""deject"": 1. To cast down. [Obs. or Archaic] Christ dejected himself even unto the hells. Udall. Sometimes she dejects her eyes in a seeming civility; and many mistake in her a cunning for a modest look. Fuller. 2. To cast down the spirits of; to dispirit; to discourage; to dishearten. Nor think, to die dejects my lofty mind. Pope.

Dejected. [Obs.]

""dispirit"": 1. To deprive of cheerful spirits; to depress the spirits of; to dishearten; to discourage. Not dispirited with my afflictions. Dryden. He has dispirited himself by a debauch. Collier. 2. To distill or infuse the spirit of. [Obs. or R.] This makes a man master of his learning, and dispirits the book into the scholar. Fuller. Syn. -- To dishearten; discourage; deject; damp; depress; cast down; intimidate; daunt; cow.",19435,"[(19435, 'Whatever the reason, I felt dishearteningly alone in the city.')]",dishearten,16.452942769578065,0
imperceptible,,1,"Not perceptible; not to be apprehended or cognized by the souses; not discernible by the mind; not easily apprehended. Almost imperceptible to the touch. Dryden. Its operation is slow, and in some cases almost imperceptible. Burke. -- Im`per*cep""ti*ble*ness, n. -- Im`per*cep""ti*bly, adv. Their . . . subility and imperceptibleness. Sir M. Hale.

""discernible"": Capable of being discerned by the eye or the understanding; as, a star is discernible by the eye; the identity of difference of ideas is discernible by the understanding. The effect of the privations and sufferings . . . was discernible to the last in his temper and deportment. Macaulay. Syn. -- Perceptible; distinguishable; apparent; visible; evident; manifest.

""perceptible"": Capable of being perceived; cognizable; discernible; perceivable. With a perceptible blast of the air. Bacon. -- Per*cep""ti*ble*ness, n. -- Per*cep""ti*bly, adv.",22764,"[(22764, 'It was a gesture so subtle that it would’ve been imperceptible to an observer, but we both knew what we’d acknowledged and what we’d agreed upon with that little nod.')]",,16.452942769578065,137
immodesty,,1,"Want of modesty, delicacy, or decent reserve; indecency. ""A piece of immodesty."" Pope.",1634,"[(1634, 'If you will allow me the small immodesty, this makes him a truly remarkable individual, for I have met a great many interesting men in my life.’')]",,16.445722521604576,18
populous,,1,"1. Abounding in people; full of inhabitants; containing many inhabitants in proportion to the extent of the country. Heaven, yet populous, retains Number sufficient to possess her realms. Milton. 2. Popular; famous. [Obs.] J. Webster. 3. Common; vulgar. [Obs.] Arden of Feversham. 4. Numerous; in large number. [Obs.] ""The dust . . . raised by your populous troops."" Shak. -- Pop""u*lous*ly, adv. -- Pop""u*lous*ness, n.",8117,"[(8117, 'An orange banner hanging from the dashboard of the car proclaimed that the driver, like many others in Bombay, was from Uttar Pradesh, a large and populous state in India’s north-east.')]",,16.445722521604576,138
bronchial,,1,"Belonging to the bronchi and their ramifications in the lungs. Bronchial arteries, branches of the descending aorta, accompanying the bronchia in all their ramifications. -- Bronchial cells, the air cells terminating the bronchia. -- Bronchial glands, glands whose functions are unknown, seated along the bronchia. -- Bronchial membrane, the mucous membrane lining the bronchia. -- Bronchial tube, the bronchi, or the bronchia.

""mucous"": 1. Of, pertaining to, or resembling, mucus; slimy, ropy, or stringy, and lubricous; as, a mucous substance. 2. Secreting a slimy or mucigenous substance; as, the mucous membrane. Mucous membrane. (Anat.) See under Membrane. -- Mucous patches (Med.), elevated patches found in the mucous membranes of the mouth and anus, usually due to syphilis. -- Mucous tissue (Anat.), a form of connective tissue in an early stage of development, found in the umbilical cord and in the embryo, and also in certain tumors called myxomata.

""bronchi"": See Bronchus.

""bronchia"": The bronchial tubes which arise from the branching of the trachea, esp. the subdivision of the bronchi. Dunglison.",8421,"[(8421, 'It was a gurgling, bronchial laugh.')]",,16.445722521604576,138
disembowel,,1,"1. To take or let out the bowels or interior parts of; to eviscerate. Soon after their death, they are disemboweled. Cook. Roaring floods and cataracts that sweep From disemboweled earth the virgin gold. Thomson. 2. To take or draw from the body, as the web of a spider. [R.] ""Her disemboweled web."" J. Philips.

""eviscerate"": To take out the entrails of; to disembowel; to gut.",8852,"[(8852, '‘They’re supposed to love their enemies, not disembowel them!’')]",,16.445722521604576,138
marsupial,,1,"1. (Zoöl.)  Having a pouch for carrying the immature young; of or pertaining to the Marsupialia. 2. (Anat. & Zoöl.)  Of or pertaining to a marsupium; as, the marsupial bones. Marsupial frog. (Zoöl.) See Nototrema.

One of the Marsupialia.

""marsupium"": (a) The pouch, formed by a fold of the skin of the abdomen, in which marsupials carry their young; also, a pouch for similar use in other animals, as certain Crustacea. (b) The pecten in the eye of birds and reptiles. See Pecten.

""marsupialia"": A subclass of Mammalia, including nearly all the mammals of Australia and the adjacent islands, together with the opossums of America. They differ from ordinary mammals in having the corpus callosum very small, in being implacental, and in having their young born while very immature. The female generally carries the young for some time after birth in an external pouch, or marsupium. Called also Marsupiata.

""nototrema"": The pouched, or marsupial, frog of South America.",237,"[(237, 'The shorter man even removed his watch, and it, too, joined the currency, passport, and other valuables in the marsupial pouch of his underpants.')]",,16.438554032125964,139
infinitesimally,,1,By infinitesimals; in infinitely small quantities; in an infinitesimal degree.,18649,"[(18649, 'Some things, like the background sound of a bird chirping as it passes your house in the evening, or a flower glimpsed out of the corner of an eye, have such an infinitesimally small effect that you can’t detect them.')]",,16.438554032125964,59
rucked,ruck,1,"A roc. [Obs. or prov. Eng.] Drayton.

To draw into wrinkles or unsightly folds; to crease; as, to ruck up a carpet. Smart.

A wrinkle or crease in a piece of cloth, or in needlework.

To cower; to huddle together; to squat; to sit, as a hen on eggs. [Obs. or Prov. Eng.] Gower. South. The sheep that rouketh in the fold. Chaucer.

1. A heap; a rick. [Prov Eng. & Scot.] 2. The common sort, whether persons or things; as, the ruck in a horse race. [Colloq.] The ruck in society as a whole. Lond. Sat. Rev.

""needlework"": 1. Work executed with a needle; sewed work; sewing; embroidery; also, the business of a seamstress. 2. The combination of timber and plaster making the outside framework of some houses.

""lond"": Land. [Obs.] Chaucer.",23654,"[(23654, 'Habib’s pattu shawl was rucked up around his chest.')]",ruck,16.438554032125964,13
